image_path,label
./COVID/images/COVID-1.png,COVID-1.png
./COVID/images/COVID-1175.png,COVID-1175.png
./COVID/images/COVID-1613.png,COVID-1613.png
./COVID/images/COVID-948.png,COVID-948.png
./COVID/images/COVID-790.png,COVID-790.png
./COVID/images/COVID-3004.png,COVID-3004.png
./COVID/images/COVID-3010.png,COVID-3010.png
./COVID/images/COVID-1607.png,COVID-1607.png
./COVID/images/COVID-784.png,COVID-784.png
./COVID/images/COVID-1161.png,COVID-1161.png
./COVID/images/COVID-2468.png,COVID-2468.png
./COVID/images/COVID-1149.png,COVID-1149.png
./COVID/images/COVID-2440.png,COVID-2440.png
./COVID/images/COVID-3038.png,COVID-3038.png
./COVID/images/COVID-2326.png,COVID-2326.png
./COVID/images/COVID-974.png,COVID-974.png
./COVID/images/COVID-960.png,COVID-960.png
./COVID/images/COVID-2332.png,COVID-2332.png
./COVID/images/COVID-2454.png,COVID-2454.png
./COVID/images/COVID-753.png,COVID-753.png
./COVID/images/COVID-1808.png,COVID-1808.png
./COVID/images/COVID-747.png,COVID-747.png
./COVID/images/COVID-2483.png,COVID-2483.png
./COVID/images/COVID-1834.png,COVID-1834.png
./COVID/images/COVID-1820.png,COVID-1820.png
./COVID/images/COVID-2497.png,COVID-2497.png
./COVID/images/COVID-2118.png,COVID-2118.png
./COVID/images/COVID-3206.png,COVID-3206.png
./COVID/images/COVID-592.png,COVID-592.png
./COVID/images/COVID-1411.png,COVID-1411.png
./COVID/images/COVID-1377.png,COVID-1377.png
./COVID/images/COVID-3560.png,COVID-3560.png
./COVID/images/COVID-3574.png,COVID-3574.png
./COVID/images/COVID-1363.png,COVID-1363.png
./COVID/images/COVID-586.png,COVID-586.png
./COVID/images/COVID-1405.png,COVID-1405.png
./COVID/images/COVID-3212.png,COVID-3212.png
./COVID/images/COVID-2124.png,COVID-2124.png
./COVID/images/COVID-2642.png,COVID-2642.png
./COVID/images/COVID-3548.png,COVID-3548.png
./COVID/images/COVID-2656.png,COVID-2656.png
./COVID/images/COVID-2130.png,COVID-2130.png
./COVID/images/COVID-1439.png,COVID-1439.png
./COVID/images/COVID-551.png,COVID-551.png
./COVID/images/COVID-2865.png,COVID-2865.png
./COVID/images/COVID-237.png,COVID-237.png
./COVID/images/COVID-223.png,COVID-223.png
./COVID/images/COVID-2871.png,COVID-2871.png
./COVID/images/COVID-545.png,COVID-545.png
./COVID/images/COVID-22.png,COVID-22.png
./COVID/images/COVID-1388.png,COVID-1388.png
./COVID/images/COVID-2681.png,COVID-2681.png
./COVID/images/COVID-2859.png,COVID-2859.png
./COVID/images/COVID-2695.png,COVID-2695.png
./COVID/images/COVID-579.png,COVID-579.png
./COVID/images/COVID-36.png,COVID-36.png
./COVID/images/COVID-3372.png,COVID-3372.png
./COVID/images/COVID-1565.png,COVID-1565.png
./COVID/images/COVID-380.png,COVID-380.png
./COVID/images/COVID-1203.png,COVID-1203.png
./COVID/images/COVID-3414.png,COVID-3414.png
./COVID/images/COVID-3400.png,COVID-3400.png
./COVID/images/COVID-394.png,COVID-394.png
./COVID/images/COVID-1217.png,COVID-1217.png
./COVID/images/COVID-1571.png,COVID-1571.png
./COVID/images/COVID-3366.png,COVID-3366.png
./COVID/images/COVID-2078.png,COVID-2078.png
./COVID/images/COVID-1559.png,COVID-1559.png
./COVID/images/COVID-2050.png,COVID-2050.png
./COVID/images/COVID-2736.png,COVID-2736.png
./COVID/images/COVID-3428.png,COVID-3428.png
./COVID/images/COVID-2722.png,COVID-2722.png
./COVID/images/COVID-2044.png,COVID-2044.png
./COVID/images/COVID-425.png,COVID-425.png
./COVID/images/COVID-2911.png,COVID-2911.png
./COVID/images/COVID-343.png,COVID-343.png
./COVID/images/COVID-357.png,COVID-357.png
./COVID/images/COVID-2905.png,COVID-2905.png
./COVID/images/COVID-431.png,COVID-431.png
./COVID/images/COVID-2093.png,COVID-2093.png
./COVID/images/COVID-419.png,COVID-419.png
./COVID/images/COVID-2939.png,COVID-2939.png
./COVID/images/COVID-2087.png,COVID-2087.png
./COVID/images/COVID-3399.png,COVID-3399.png
./COVID/images/COVID-3616.png,COVID-3616.png
./COVID/images/COVID-2508.png,COVID-2508.png
./COVID/images/COVID-1001.png,COVID-1001.png
./COVID/images/COVID-182.png,COVID-182.png
./COVID/images/COVID-1767.png,COVID-1767.png
./COVID/images/COVID-3170.png,COVID-3170.png
./COVID/images/COVID-3164.png,COVID-3164.png
./COVID/images/COVID-1773.png,COVID-1773.png
./COVID/images/COVID-828.png,COVID-828.png
./COVID/images/COVID-1015.png,COVID-1015.png
./COVID/images/COVID-196.png,COVID-196.png
./COVID/images/COVID-3602.png,COVID-3602.png
./COVID/images/COVID-2534.png,COVID-2534.png
./COVID/images/COVID-2252.png,COVID-2252.png
./COVID/images/COVID-1983.png,COVID-1983.png
./COVID/images/COVID-800.png,COVID-800.png
./COVID/images/COVID-1997.png,COVID-1997.png
./COVID/images/COVID-814.png,COVID-814.png
./COVID/images/COVID-2246.png,COVID-2246.png
./COVID/images/COVID-3158.png,COVID-3158.png
./COVID/images/COVID-2520.png,COVID-2520.png
./COVID/images/COVID-1029.png,COVID-1029.png
./COVID/images/COVID-141.png,COVID-141.png
./COVID/images/COVID-627.png,COVID-627.png
./COVID/images/COVID-633.png,COVID-633.png
./COVID/images/COVID-1968.png,COVID-1968.png
./COVID/images/COVID-155.png,COVID-155.png
./COVID/images/COVID-1798.png,COVID-1798.png
./COVID/images/COVID-1940.png,COVID-1940.png
./COVID/images/COVID-2291.png,COVID-2291.png
./COVID/images/COVID-2285.png,COVID-2285.png
./COVID/images/COVID-1954.png,COVID-1954.png
./COVID/images/COVID-169.png,COVID-169.png
./COVID/images/COVID-1955.png,COVID-1955.png
./COVID/images/COVID-2284.png,COVID-2284.png
./COVID/images/COVID-168.png,COVID-168.png
./COVID/images/COVID-2290.png,COVID-2290.png
./COVID/images/COVID-1941.png,COVID-1941.png
./COVID/images/COVID-1799.png,COVID-1799.png
./COVID/images/COVID-1969.png,COVID-1969.png
./COVID/images/COVID-632.png,COVID-632.png
./COVID/images/COVID-154.png,COVID-154.png
./COVID/images/COVID-140.png,COVID-140.png
./COVID/images/COVID-626.png,COVID-626.png
./COVID/images/COVID-3159.png,COVID-3159.png
./COVID/images/COVID-2247.png,COVID-2247.png
./COVID/images/COVID-815.png,COVID-815.png
./COVID/images/COVID-1996.png,COVID-1996.png
./COVID/images/COVID-1028.png,COVID-1028.png
./COVID/images/COVID-2521.png,COVID-2521.png
./COVID/images/COVID-2535.png,COVID-2535.png
./COVID/images/COVID-801.png,COVID-801.png
./COVID/images/COVID-1982.png,COVID-1982.png
./COVID/images/COVID-2253.png,COVID-2253.png
./COVID/images/COVID-829.png,COVID-829.png
./COVID/images/COVID-1772.png,COVID-1772.png
./COVID/images/COVID-3165.png,COVID-3165.png
./COVID/images/COVID-3603.png,COVID-3603.png
./COVID/images/COVID-197.png,COVID-197.png
./COVID/images/COVID-1014.png,COVID-1014.png
./COVID/images/COVID-183.png,COVID-183.png
./COVID/images/COVID-1000.png,COVID-1000.png
./COVID/images/COVID-2509.png,COVID-2509.png
./COVID/images/COVID-3171.png,COVID-3171.png
./COVID/images/COVID-1766.png,COVID-1766.png
./COVID/images/COVID-2938.png,COVID-2938.png
./COVID/images/COVID-3398.png,COVID-3398.png
./COVID/images/COVID-2086.png,COVID-2086.png
./COVID/images/COVID-418.png,COVID-418.png
./COVID/images/COVID-2092.png,COVID-2092.png
./COVID/images/COVID-2904.png,COVID-2904.png
./COVID/images/COVID-356.png,COVID-356.png
./COVID/images/COVID-430.png,COVID-430.png
./COVID/images/COVID-424.png,COVID-424.png
./COVID/images/COVID-342.png,COVID-342.png
./COVID/images/COVID-2910.png,COVID-2910.png
./COVID/images/COVID-2723.png,COVID-2723.png
./COVID/images/COVID-2045.png,COVID-2045.png
./COVID/images/COVID-2051.png,COVID-2051.png
./COVID/images/COVID-1558.png,COVID-1558.png
./COVID/images/COVID-3429.png,COVID-3429.png
./COVID/images/COVID-2737.png,COVID-2737.png
./COVID/images/COVID-1216.png,COVID-1216.png
./COVID/images/COVID-395.png,COVID-395.png
./COVID/images/COVID-3401.png,COVID-3401.png
./COVID/images/COVID-2079.png,COVID-2079.png
./COVID/images/COVID-3367.png,COVID-3367.png
./COVID/images/COVID-1570.png,COVID-1570.png
./COVID/images/COVID-1564.png,COVID-1564.png
./COVID/images/COVID-3373.png,COVID-3373.png
./COVID/images/COVID-3415.png,COVID-3415.png
./COVID/images/COVID-1202.png,COVID-1202.png
./COVID/images/COVID-381.png,COVID-381.png
./COVID/images/COVID-2694.png,COVID-2694.png
./COVID/images/COVID-37.png,COVID-37.png
./COVID/images/COVID-578.png,COVID-578.png
./COVID/images/COVID-23.png,COVID-23.png
./COVID/images/COVID-2858.png,COVID-2858.png
./COVID/images/COVID-2680.png,COVID-2680.png
./COVID/images/COVID-1389.png,COVID-1389.png
./COVID/images/COVID-2870.png,COVID-2870.png
./COVID/images/COVID-222.png,COVID-222.png
./COVID/images/COVID-544.png,COVID-544.png
./COVID/images/COVID-550.png,COVID-550.png
./COVID/images/COVID-236.png,COVID-236.png
./COVID/images/COVID-2864.png,COVID-2864.png
./COVID/images/COVID-2657.png,COVID-2657.png
./COVID/images/COVID-3549.png,COVID-3549.png
./COVID/images/COVID-1438.png,COVID-1438.png
./COVID/images/COVID-2131.png,COVID-2131.png
./COVID/images/COVID-2125.png,COVID-2125.png
./COVID/images/COVID-2643.png,COVID-2643.png
./COVID/images/COVID-1362.png,COVID-1362.png
./COVID/images/COVID-3575.png,COVID-3575.png
./COVID/images/COVID-3213.png,COVID-3213.png
./COVID/images/COVID-1404.png,COVID-1404.png
./COVID/images/COVID-587.png,COVID-587.png
./COVID/images/COVID-1410.png,COVID-1410.png
./COVID/images/COVID-593.png,COVID-593.png
./COVID/images/COVID-3207.png,COVID-3207.png
./COVID/images/COVID-2119.png,COVID-2119.png
./COVID/images/COVID-3561.png,COVID-3561.png
./COVID/images/COVID-1376.png,COVID-1376.png
./COVID/images/COVID-1821.png,COVID-1821.png
./COVID/images/COVID-2496.png,COVID-2496.png
./COVID/images/COVID-2482.png,COVID-2482.png
./COVID/images/COVID-1835.png,COVID-1835.png
./COVID/images/COVID-746.png,COVID-746.png
./COVID/images/COVID-1809.png,COVID-1809.png
./COVID/images/COVID-752.png,COVID-752.png
./COVID/images/COVID-2333.png,COVID-2333.png
./COVID/images/COVID-961.png,COVID-961.png
./COVID/images/COVID-2455.png,COVID-2455.png
./COVID/images/COVID-2441.png,COVID-2441.png
./COVID/images/COVID-1148.png,COVID-1148.png
./COVID/images/COVID-975.png,COVID-975.png
./COVID/images/COVID-2327.png,COVID-2327.png
./COVID/images/COVID-3039.png,COVID-3039.png
./COVID/images/COVID-785.png,COVID-785.png
./COVID/images/COVID-1606.png,COVID-1606.png
./COVID/images/COVID-3011.png,COVID-3011.png
./COVID/images/COVID-2469.png,COVID-2469.png
./COVID/images/COVID-1160.png,COVID-1160.png
./COVID/images/COVID-1174.png,COVID-1174.png
./COVID/images/COVID-3005.png,COVID-3005.png
./COVID/images/COVID-791.png,COVID-791.png
./COVID/images/COVID-949.png,COVID-949.png
./COVID/images/COVID-1612.png,COVID-1612.png
./COVID/images/COVID-1162.png,COVID-1162.png
./COVID/images/COVID-3013.png,COVID-3013.png
./COVID/images/COVID-1604.png,COVID-1604.png
./COVID/images/COVID-787.png,COVID-787.png
./COVID/images/COVID-1610.png,COVID-1610.png
./COVID/images/COVID-793.png,COVID-793.png
./COVID/images/COVID-3007.png,COVID-3007.png
./COVID/images/COVID-2319.png,COVID-2319.png
./COVID/images/COVID-2.png,COVID-2.png
./COVID/images/COVID-1176.png,COVID-1176.png
./COVID/images/COVID-2457.png,COVID-2457.png
./COVID/images/COVID-963.png,COVID-963.png
./COVID/images/COVID-1638.png,COVID-1638.png
./COVID/images/COVID-2331.png,COVID-2331.png
./COVID/images/COVID-2325.png,COVID-2325.png
./COVID/images/COVID-977.png,COVID-977.png
./COVID/images/COVID-2443.png,COVID-2443.png
./COVID/images/COVID-744.png,COVID-744.png
./COVID/images/COVID-750.png,COVID-750.png
./COVID/images/COVID-988.png,COVID-988.png
./COVID/images/COVID-2494.png,COVID-2494.png
./COVID/images/COVID-1823.png,COVID-1823.png
./COVID/images/COVID-778.png,COVID-778.png
./COVID/images/COVID-1837.png,COVID-1837.png
./COVID/images/COVID-2480.png,COVID-2480.png
./COVID/images/COVID-1189.png,COVID-1189.png
./COVID/images/COVID-585.png,COVID-585.png
./COVID/images/COVID-1406.png,COVID-1406.png
./COVID/images/COVID-3211.png,COVID-3211.png
./COVID/images/COVID-3577.png,COVID-3577.png
./COVID/images/COVID-2669.png,COVID-2669.png
./COVID/images/COVID-1360.png,COVID-1360.png
./COVID/images/COVID-1374.png,COVID-1374.png
./COVID/images/COVID-3563.png,COVID-3563.png
./COVID/images/COVID-3205.png,COVID-3205.png
./COVID/images/COVID-591.png,COVID-591.png
./COVID/images/COVID-1412.png,COVID-1412.png
./COVID/images/COVID-2133.png,COVID-2133.png
./COVID/images/COVID-2655.png,COVID-2655.png
./COVID/images/COVID-2899.png,COVID-2899.png
./COVID/images/COVID-2641.png,COVID-2641.png
./COVID/images/COVID-1348.png,COVID-1348.png
./COVID/images/COVID-2127.png,COVID-2127.png
./COVID/images/COVID-3239.png,COVID-3239.png
./COVID/images/COVID-546.png,COVID-546.png
./COVID/images/COVID-220.png,COVID-220.png
./COVID/images/COVID-2872.png,COVID-2872.png
./COVID/images/COVID-2866.png,COVID-2866.png
./COVID/images/COVID-234.png,COVID-234.png
./COVID/images/COVID-552.png,COVID-552.png
./COVID/images/COVID-35.png,COVID-35.png
./COVID/images/COVID-2696.png,COVID-2696.png
./COVID/images/COVID-3588.png,COVID-3588.png
./COVID/images/COVID-208.png,COVID-208.png
./COVID/images/COVID-2682.png,COVID-2682.png
./COVID/images/COVID-21.png,COVID-21.png
./COVID/images/COVID-1572.png,COVID-1572.png
./COVID/images/COVID-3365.png,COVID-3365.png
./COVID/images/COVID-3403.png,COVID-3403.png
./COVID/images/COVID-397.png,COVID-397.png
./COVID/images/COVID-1214.png,COVID-1214.png
./COVID/images/COVID-383.png,COVID-383.png
./COVID/images/COVID-1200.png,COVID-1200.png
./COVID/images/COVID-2709.png,COVID-2709.png
./COVID/images/COVID-3417.png,COVID-3417.png
./COVID/images/COVID-3371.png,COVID-3371.png
./COVID/images/COVID-1566.png,COVID-1566.png
./COVID/images/COVID-3359.png,COVID-3359.png
./COVID/images/COVID-2047.png,COVID-2047.png
./COVID/images/COVID-1228.png,COVID-1228.png
./COVID/images/COVID-2721.png,COVID-2721.png
./COVID/images/COVID-2735.png,COVID-2735.png
./COVID/images/COVID-2053.png,COVID-2053.png
./COVID/images/COVID-432.png,COVID-432.png
./COVID/images/COVID-354.png,COVID-354.png
./COVID/images/COVID-2906.png,COVID-2906.png
./COVID/images/COVID-2912.png,COVID-2912.png
./COVID/images/COVID-340.png,COVID-340.png
./COVID/images/COVID-426.png,COVID-426.png
./COVID/images/COVID-2084.png,COVID-2084.png
./COVID/images/COVID-368.png,COVID-368.png
./COVID/images/COVID-2090.png,COVID-2090.png
./COVID/images/COVID-1599.png,COVID-1599.png
./COVID/images/COVID-1016.png,COVID-1016.png
./COVID/images/COVID-195.png,COVID-195.png
./COVID/images/COVID-3601.png,COVID-3601.png
./COVID/images/COVID-2279.png,COVID-2279.png
./COVID/images/COVID-3167.png,COVID-3167.png
./COVID/images/COVID-1770.png,COVID-1770.png
./COVID/images/COVID-1764.png,COVID-1764.png
./COVID/images/COVID-3173.png,COVID-3173.png
./COVID/images/COVID-3615.png,COVID-3615.png
./COVID/images/COVID-1002.png,COVID-1002.png
./COVID/images/COVID-181.png,COVID-181.png
./COVID/images/COVID-2523.png,COVID-2523.png
./COVID/images/COVID-1994.png,COVID-1994.png
./COVID/images/COVID-817.png,COVID-817.png
./COVID/images/COVID-2245.png,COVID-2245.png
./COVID/images/COVID-2251.png,COVID-2251.png
./COVID/images/COVID-1980.png,COVID-1980.png
./COVID/images/COVID-803.png,COVID-803.png
./COVID/images/COVID-1758.png,COVID-1758.png
./COVID/images/COVID-2537.png,COVID-2537.png
./COVID/images/COVID-156.png,COVID-156.png
./COVID/images/COVID-630.png,COVID-630.png
./COVID/images/COVID-624.png,COVID-624.png
./COVID/images/COVID-142.png,COVID-142.png
./COVID/images/COVID-3198.png,COVID-3198.png
./COVID/images/COVID-2286.png,COVID-2286.png
./COVID/images/COVID-1957.png,COVID-1957.png
./COVID/images/COVID-1943.png,COVID-1943.png
./COVID/images/COVID-618.png,COVID-618.png
./COVID/images/COVID-2292.png,COVID-2292.png
./COVID/images/COVID-2293.png,COVID-2293.png
./COVID/images/COVID-619.png,COVID-619.png
./COVID/images/COVID-1942.png,COVID-1942.png
./COVID/images/COVID-1956.png,COVID-1956.png
./COVID/images/COVID-2287.png,COVID-2287.png
./COVID/images/COVID-3199.png,COVID-3199.png
./COVID/images/COVID-625.png,COVID-625.png
./COVID/images/COVID-143.png,COVID-143.png
./COVID/images/COVID-157.png,COVID-157.png
./COVID/images/COVID-631.png,COVID-631.png
./COVID/images/COVID-1759.png,COVID-1759.png
